constituent_id,constituent_name,constituent_type,preferred_class_year,city,state,email,gift_id,gift_date,gift_amount,gift_type,campaign,designation,gift_officer
C01842,Taylor Hayes,Parent,1992.0,Atlanta,MA,taylor.hayesc01842@example.org,G000768,2023-03-04,517.68,Cash,Research,Designation 08,Officer E
C04630,Quinn Irwin,Alumnus,1970.0,Seattle,TX,quinn.irwinc04630@example.org,G000769,2024-06-20,402.87,Cash,Scholarships,Designation 06,Officer E
C00667,Riley Adams,Alumnus,2022.0,New York,GA,riley.adamsc00667@example.org,G000770,2023-08-28,249.62,Stock,Student Success,Designation 13,Officer G
C03931,Avery Foster,Alumnus,1995.0,New York,CO,avery.fosterc03931@example.org,G000771,2022-07-24,1035.28,Cash,Research,Designation 08,Officer A
C03936,Reese Brooks,Friend,1961.0,Dallas,FL,reese.brooksc03936@example.org,G000772,2025-04-15,328.48,Cash,Student Success,Designation 15,Officer G
C03889,Casey Diaz,Alumnus,1965.0,Atlanta,FL,casey.diazc03889@example.org,G000773,2025-09-23,1097.83,Cash,Health Sciences,Designation 15,Officer D
C02490,Cameron Hayes,Alumnus,1966.0,Miami,NY,cameron.hayesc02490@example.org,G000774,2024-05-14,66.45,Pledge Payment,Scholarships,Designation 06,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000775,2025-07-14,220.75,Cash,Health Sciences,Designation 12,Officer B
C03887,Taylor Brooks,Alumnus,1984.0,Dallas,TX,taylor.brooksc03887@example.org,G000776,2024-05-09,532.38,Matching Gift,Scholarships,Designation 06,Officer F
C02627,Morgan Carter,Alumnus,2001.0,New York,CO,morgan.carterc02627@example.org,G000777,2026-03-12,506.33,Cash,Unrestricted,Designation 06,Officer D
C00413,Jordan Irwin,Parent,2008.0,Dallas,MA,jordan.irwinc00413@example.org,G000778,2026-04-01,699.75,Cash,Library,Designation 05,Officer C
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000779,2023-06-15,3064.01,Cash,Research,Designation 10,Officer B
C00697,Riley Irwin,Parent,2000.0,Dallas,CO,riley.irwinc00697@example.org,G000780,2024-03-13,483.01,Pledge Payment,Library,Designation 14,Officer D
C00285,Jordan Foster,Alumnus,2005.0,Denver,NY,jordan.fosterc00285@example.org,G000781,2021-11-30,91.55,Cash,Arts,Designation 14,Officer B
C02390,Riley Jones,Alumnus,1997.0,Atlanta,MA,riley.jonesc02390@example.org,G000782,2026-05-19,817.24,Cash,Scholarships,Designation 01,Officer G
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000783,2024-05-15,4950.49,Cash,Arts,Designation 11,Officer E
C03897,Jordan Foster,Friend,1992.0,Atlanta,FL,jordan.fosterc03897@example.org,G000784,2022-09-11,169.42,Cash,Athletics,Designation 04,Officer A
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G000785,2023-03-02,1434.67,Cash,Library,Designation 02,Officer E
C00834,Reese Foster,Alumnus,2016.0,Boston,WA,reese.fosterc00834@example.org,G000786,2026-05-03,180.65,Cash,Athletics,Designation 09,Officer E
C03470,Quinn Brooks,Alumnus,2013.0,Denver,CO,quinn.brooksc03470@example.org,G000787,2025-04-23,1008.89,Cash,Annual Fund,Designation 01,Officer C
C00756,Riley Carter,Parent,2019.0,Atlanta,WA,riley.carterc00756@example.org,G000788,2025-04-08,874.92,Cash,Student Success,Designation 02,Officer G
C00137,Quinn Adams,Alumnus,1979.0,Atlanta,IL,quinn.adamsc00137@example.org,G000789,2023-02-23,978.56,Cash,Research,Designation 09,Officer H
C01123,Casey Diaz,Alumnus,1957.0,New York,CO,casey.diazc01123@example.org,G000790,2022-12-29,579.82,Cash,Student Success,Designation 07,Officer C
C02794,Taylor Adams,Alumnus,1999.0,Boston,IL,taylor.adamsc02794@example.org,G000791,2025-01-16,635.93,Cash,Scholarships,Designation 15,Officer G
C02090,Morgan Brooks,Parent,1956.0,New York,TX,morgan.brooksc02090@example.org,G000792,2023-05-03,782.57,Cash,Library,Designation 03,Officer G
C03924,Cameron Diaz,Alumnus,1978.0,Atlanta,FL,cameron.diazc03924@example.org,G000793,2025-04-17,1575.41,Pledge Payment,Arts,Designation 14,Officer C
C02755,Avery Jones,Alumnus,1990.0,Miami,MA,avery.jonesc02755@example.org,G000794,2024-10-08,4777.09,Cash,Research,Designation 08,Officer H
C02390,Riley Jones,Alumnus,1997.0,Atlanta,MA,riley.jonesc02390@example.org,G000795,2026-02-15,1196.16,Cash,Athletics,Designation 10,Officer E
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000796,2025-06-11,343.29,Cash,Student Success,Designation 09,Officer H
C02837,Morgan Green,Alumnus,1965.0,New York,CO,morgan.greenc02837@example.org,G000797,2023-06-12,8059.57,Cash,Annual Fund,Designation 05,Officer F
C04425,Morgan Irwin,Parent,1986.0,Boston,MA,morgan.irwinc04425@example.org,G000798,2022-06-21,909.82,Cash,Athletics,Designation 06,Officer C
C04996,Jordan Jones,Alumnus,1982.0,Dallas,NY,jordan.jonesc04996@example.org,G000799,2025-08-23,918.23,Cash,Health Sciences,Designation 05,Officer G
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000800,2024-04-08,8690.35,Cash,Arts,Designation 07,Officer G
C03434,Morgan Ellis,Organization,1978.0,Dallas,FL,morgan.ellisc03434@example.org,G000801,2021-11-06,128.69,Pledge Payment,Student Success,Designation 13,Officer A
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G000802,2024-05-10,416.81,Cash,Library,Designation 11,Officer F
C04598,Reese Ellis,Friend,1958.0,Atlanta,GA,reese.ellisc04598@example.org,G000803,2023-10-20,624.52,Cash,Health Sciences,Designation 12,Officer G
C02503,Morgan Carter,Parent,1982.0,Miami,NY,morgan.carterc02503@example.org,G000804,2024-05-29,1242.81,Cash,Research,Designation 05,Officer D
C02265,Quinn Diaz,Alumnus,2000.0,Atlanta,TX,quinn.diazc02265@example.org,G000805,2024-09-09,822.04,Cash,Health Sciences,Designation 05,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000806,2025-08-13,259.57,Cash,Student Success,Designation 09,Officer H
C01869,Casey Adams,Organization,1996.0,Chicago,GA,casey.adamsc01869@example.org,G000807,2024-10-31,3993.66,Matching Gift,Research,Designation 05,Officer D
C02871,Avery Diaz,Alumnus,1957.0,Atlanta,NY,avery.diazc02871@example.org,G000808,2022-10-10,486.14,Cash,Capital Renewal,Designation 15,Officer C
C01393,Taylor Irwin,Alumnus,1963.0,Miami,NY,taylor.irwinc01393@example.org,G000809,2024-09-15,2914.71,Cash,Library,Designation 12,Officer B
C01842,Taylor Hayes,Parent,1992.0,Atlanta,MA,taylor.hayesc01842@example.org,G000810,2025-01-21,25.03,Pledge Payment,Library,Designation 03,Officer H
C02772,Taylor Carter,Parent,1986.0,Atlanta,CO,taylor.carterc02772@example.org,G000811,2025-02-05,252.73,Cash,Annual Fund,Designation 15,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000812,2023-12-09,1661.96,Stock,Research,Designation 10,Officer H
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G000813,2026-03-24,413.36,Cash,Arts,Designation 15,Officer H
C00123,Casey Diaz,Alumnus,1977.0,Chicago,MA,casey.diazc00123@example.org,G000814,2026-03-08,1157.46,Cash,Research,Designation 10,Officer C
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000815,2026-01-21,120.3,Stock,Annual Fund,Designation 10,Officer C
C04297,Jordan Adams,Parent,2022.0,Chicago,NY,jordan.adamsc04297@example.org,G000816,2025-01-04,539.45,Stock,Capital Renewal,Designation 02,Officer C
C01393,Taylor Irwin,Alumnus,1963.0,Miami,NY,taylor.irwinc01393@example.org,G000817,2025-08-01,660.41,Cash,Unrestricted,Designation 10,Officer G
C03178,Casey Ellis,Alumnus,1967.0,Denver,IL,casey.ellisc03178@example.org,G000818,2023-06-17,1197.22,Cash,Annual Fund,Designation 03,Officer F
C04598,Reese Ellis,Friend,1958.0,Atlanta,GA,reese.ellisc04598@example.org,G000819,2024-06-12,1737.79,Cash,Athletics,Designation 10,Officer G
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G000820,2025-08-13,422.03,Cash,Unrestricted,Designation 13,Officer H
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000821,2024-02-15,222.34,Cash,Capital Renewal,Designation 15,Officer G
C00782,Avery Ellis,Alumnus,1980.0,Atlanta,IL,avery.ellisc00782@example.org,G000822,2025-06-24,585.19,Stock,Unrestricted,Designation 07,Officer H
C04626,Taylor Diaz,Parent,1989.0,New York,GA,taylor.diazc04626@example.org,G000823,2025-01-25,112.46,Cash,Library,Designation 15,Officer D
C04509,Avery Foster,Alumnus,2011.0,Chicago,FL,avery.fosterc04509@example.org,G000824,2024-12-01,308.21,Cash,Library,Designation 12,Officer B
C00210,Morgan Green,Alumnus,2019.0,Atlanta,WA,morgan.greenc00210@example.org,G000825,2023-03-08,365.13,Cash,Scholarships,Designation 11,Officer E
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000826,2022-09-26,224.28,Pledge Payment,Arts,Designation 09,Officer F
C04978,Morgan Carter,Alumnus,1979.0,Chicago,GA,morgan.carterc04978@example.org,G000827,2024-08-31,229.27,Cash,Unrestricted,Designation 13,Officer C
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G000828,2022-04-04,288.79,Pledge Payment,Unrestricted,Designation 11,Officer A
C02652,Cameron Irwin,Alumnus,1957.0,Miami,GA,cameron.irwinc02652@example.org,G000829,2025-02-16,52.96,Cash,Arts,Designation 12,Officer E
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000830,2021-09-01,855.38,Cash,Scholarships,Designation 13,Officer A
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000831,2024-06-26,54.35,Cash,Health Sciences,Designation 08,Officer D
C02397,Quinn Green,Alumnus,2015.0,Boston,TX,quinn.greenc02397@example.org,G000832,2024-10-21,711.92,Cash,Library,Designation 10,Officer C
C04511,Jordan Hayes,Parent,1966.0,Boston,IL,jordan.hayesc04511@example.org,G000833,2021-11-24,421.29,Pledge Payment,Arts,Designation 09,Officer E
C02966,Riley Jones,Alumnus,2002.0,Denver,WA,riley.jonesc02966@example.org,G000834,2021-10-18,161.99,Cash,Capital Renewal,Designation 14,Officer G
C04932,Morgan Diaz,Alumnus,2002.0,Seattle,MA,morgan.diazc04932@example.org,G000835,2023-07-15,282.84,Cash,Athletics,Designation 14,Officer H
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G000836,2024-01-02,733.43,Cash,Research,Designation 10,Officer D
C00782,Avery Ellis,Alumnus,1980.0,Atlanta,IL,avery.ellisc00782@example.org,G000837,2024-10-10,1663.66,Cash,Scholarships,Designation 15,Officer A
C00353,Cameron Green,Friend,1987.0,Miami,CO,cameron.greenc00353@example.org,G000838,2024-06-26,498.51,Cash,Health Sciences,Designation 07,Officer F
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000839,2023-02-19,1946.67,Stock,Student Success,Designation 12,Officer H
C01644,Quinn Diaz,Friend,2011.0,Dallas,WA,quinn.diazc01644@example.org,G000840,2021-10-10,326.84,Cash,Athletics,Designation 03,Officer F
C03743,Skyler Green,Organization,1981.0,New York,FL,skyler.greenc03743@example.org,G000841,2024-07-08,1060.6,Cash,Unrestricted,Designation 13,Officer B
C01921,Skyler Hayes,Alumnus,2025.0,Atlanta,FL,skyler.hayesc01921@example.org,G000842,2025-09-17,1046.04,Cash,Library,Designation 03,Officer H
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000843,2023-01-06,154.11,Cash,Student Success,Designation 08,Officer G
C03615,Cameron Diaz,Alumnus,1968.0,New York,NY,cameron.diazc03615@example.org,G000844,2025-03-16,978.0,Cash,Capital Renewal,Designation 05,Officer H
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000845,2025-06-16,969.21,Cash,Annual Fund,Designation 02,Officer C
C03936,Reese Brooks,Friend,1961.0,Dallas,FL,reese.brooksc03936@example.org,G000846,2026-06-24,486.39,Cash,Athletics,Designation 02,Officer F
C02060,Reese Diaz,Friend,2019.0,New York,WA,reese.diazc02060@example.org,G000847,2022-06-23,1940.63,Cash,Arts,Designation 01,Officer B
C04172,Taylor Foster,Parent,2010.0,Atlanta,CO,taylor.fosterc04172@example.org,G000848,2025-11-18,1305.44,Stock,Capital Renewal,Designation 04,Officer F
C00509,Reese Adams,Alumnus,2019.0,Chicago,IL,reese.adamsc00509@example.org,G000849,2023-08-26,252.72,Matching Gift,Research,Designation 05,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000850,2022-10-03,1400.6,Cash,Scholarships,Designation 05,Officer F
C00485,Riley Carter,Friend,1961.0,Dallas,IL,riley.carterc00485@example.org,G000851,2022-03-24,342.55,Pledge Payment,Health Sciences,Designation 11,Officer B
C03077,Riley Irwin,Parent,2011.0,Seattle,WA,riley.irwinc03077@example.org,G000852,2025-02-23,4853.38,Cash,Athletics,Designation 15,Officer F
C02177,Jordan Diaz,Parent,2012.0,Chicago,IL,jordan.diazc02177@example.org,G000853,2026-03-27,638.0,Cash,Scholarships,Designation 05,Officer D
C04568,Taylor Carter,Alumnus,1998.0,New York,MA,taylor.carterc04568@example.org,G000854,2026-04-19,312.78,Pledge Payment,Health Sciences,Designation 04,Officer E
C04654,Reese Adams,Parent,1998.0,Denver,IL,reese.adamsc04654@example.org,G000855,2024-01-24,573.45,Cash,Arts,Designation 11,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000856,2024-04-21,287.07,Cash,Unrestricted,Designation 08,Officer G
C03936,Reese Brooks,Friend,1961.0,Dallas,FL,reese.brooksc03936@example.org,G000857,2025-12-09,4557.57,Matching Gift,Annual Fund,Designation 15,Officer H
C04698,Jordan Carter,Parent,1993.0,Dallas,WA,jordan.carterc04698@example.org,G000858,2024-05-01,70.13,Cash,Unrestricted,Designation 11,Officer G
C03080,Morgan Carter,Alumnus,1989.0,Seattle,GA,morgan.carterc03080@example.org,G000859,2026-05-30,80.41,Cash,Athletics,Designation 13,Officer D
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000860,2022-01-10,3668.55,Cash,Student Success,Designation 08,Officer F
C03542,Jordan Foster,Alumnus,1983.0,Seattle,NY,jordan.fosterc03542@example.org,G000861,2022-04-07,199.97,Pledge Payment,Library,Designation 12,Officer A
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000862,2022-08-08,247.48,Cash,Scholarships,Designation 05,Officer B
C01826,Jordan Foster,Friend,2024.0,Boston,MA,jordan.fosterc01826@example.org,G000863,2025-04-16,169.06,Cash,Research,Designation 06,Officer F
C02405,Quinn Adams,Alumnus,1971.0,Atlanta,NY,quinn.adamsc02405@example.org,G000864,2024-04-20,103.06,Cash,Research,Designation 12,Officer D
C04383,Riley Diaz,Friend,1965.0,New York,MA,riley.diazc04383@example.org,G000865,2023-12-07,245.07,Cash,Student Success,Designation 13,Officer D
C03105,Riley Diaz,Friend,1993.0,Miami,TX,riley.diazc03105@example.org,G000866,2024-01-04,1179.66,Pledge Payment,Library,Designation 13,Officer H
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G000867,2023-09-02,988.24,Pledge Payment,Student Success,Designation 15,Officer D
C02431,Cameron Diaz,Friend,1963.0,Boston,TX,cameron.diazc02431@example.org,G000868,2025-09-05,917.22,Cash,Unrestricted,Designation 01,Officer A
C03968,Quinn Jones,Friend,1999.0,Atlanta,CO,quinn.jonesc03968@example.org,G000869,2023-12-02,302.7,Cash,Student Success,Designation 09,Officer E
C04180,Casey Foster,Alumnus,2007.0,Dallas,FL,casey.fosterc04180@example.org,G000870,2023-01-24,1345.18,Cash,Unrestricted,Designation 02,Officer B
C01343,Reese Green,Alumnus,2000.0,Denver,TX,reese.greenc01343@example.org,G000871,2024-04-17,45.39,Cash,Library,Designation 05,Officer D
C04260,Morgan Brooks,Alumnus,1956.0,New York,MA,morgan.brooksc04260@example.org,G000872,2025-08-08,1110.61,Pledge Payment,Arts,Designation 13,Officer G
C02230,Avery Brooks,Alumnus,2006.0,Miami,GA,avery.brooksc02230@example.org,G000873,2024-05-01,376.17,Cash,Capital Renewal,Designation 02,Officer D
C04900,Morgan Hayes,Alumnus,2002.0,Atlanta,FL,morgan.hayesc04900@example.org,G000874,2026-01-02,1175.73,Cash,Library,Designation 12,Officer E
C03066,Cameron Hayes,Organization,1974.0,Miami,FL,cameron.hayesc03066@example.org,G000875,2022-10-06,24.99,Cash,Arts,Designation 04,Officer G
C04576,Avery Foster,Parent,1967.0,Boston,WA,avery.fosterc04576@example.org,G000876,2025-04-24,482.02,Cash,Capital Renewal,Designation 04,Officer G
C02889,Morgan Diaz,Friend,1969.0,Atlanta,TX,morgan.diazc02889@example.org,G000877,2022-06-08,6106.93,Cash,Athletics,Designation 03,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000878,2025-09-07,903.94,Cash,Student Success,Designation 14,Officer H
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000879,2025-05-26,303.4,Cash,Scholarships,Designation 08,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000880,2023-08-21,43.79,Cash,Health Sciences,Designation 01,Officer D
C00979,Casey Diaz,Alumnus,1960.0,Denver,GA,casey.diazc00979@example.org,G000881,2024-05-02,382.72,Cash,Capital Renewal,Designation 08,Officer C
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000882,2024-01-06,1246.11,Cash,Scholarships,Designation 12,Officer D
C01494,Riley Adams,Alumnus,1975.0,Chicago,WA,riley.adamsc01494@example.org,G000883,2023-04-17,653.82,Cash,Research,Designation 09,Officer H
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000884,2023-12-29,4071.61,Cash,Research,Designation 09,Officer A
C03741,Skyler Diaz,Alumnus,1965.0,Boston,FL,skyler.diazc03741@example.org,G000885,2021-07-12,108.08,Cash,Unrestricted,Designation 08,Officer E
C02717,Taylor Jones,Alumnus,2007.0,Miami,WA,taylor.jonesc02717@example.org,G000886,2023-12-13,1877.51,Cash,Library,Designation 11,Officer E
C03292,Taylor Brooks,Alumnus,1961.0,Chicago,MA,taylor.brooksc03292@example.org,G000887,2022-04-18,482.79,Cash,Capital Renewal,Designation 13,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G000888,2021-12-24,1107.74,Stock,Annual Fund,Designation 08,Officer C
C03931,Avery Foster,Alumnus,1995.0,New York,CO,avery.fosterc03931@example.org,G000889,2023-01-16,5954.67,Stock,Capital Renewal,Designation 12,Officer D
C03366,Avery Ellis,Alumnus,2015.0,Seattle,GA,avery.ellisc03366@example.org,G000890,2026-01-17,899.94,Cash,Athletics,Designation 11,Officer F
C03639,Riley Hayes,Alumnus,1982.0,Chicago,TX,riley.hayesc03639@example.org,G000891,2025-12-16,351.91,Cash,Student Success,Designation 10,Officer B
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G000892,2025-02-12,1694.94,Cash,Research,Designation 14,Officer H
C00498,Morgan Ellis,Alumnus,2023.0,Chicago,WA,morgan.ellisc00498@example.org,G000893,2026-05-19,39.78,Cash,Scholarships,Designation 01,Officer B
C03709,Reese Adams,Parent,1962.0,Boston,NY,reese.adamsc03709@example.org,G000894,2026-04-11,836.42,Cash,Unrestricted,Designation 07,Officer E
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G000895,2022-11-10,283.48,Cash,Arts,Designation 14,Officer F
C04075,Avery Hayes,Alumnus,1989.0,Boston,IL,avery.hayesc04075@example.org,G000896,2022-01-15,72.82,Cash,Capital Renewal,Designation 09,Officer A
C04970,Skyler Hayes,Alumnus,1967.0,Denver,GA,skyler.hayesc04970@example.org,G000897,2023-05-06,777.41,Cash,Unrestricted,Designation 15,Officer A
C04698,Jordan Carter,Parent,1993.0,Dallas,WA,jordan.carterc04698@example.org,G000898,2025-07-07,227.98,Cash,Arts,Designation 10,Officer C
C02342,Jordan Foster,Friend,1969.0,Dallas,IL,jordan.fosterc02342@example.org,G000899,2022-07-12,73.11,Cash,Research,Designation 06,Officer F
C01036,Taylor Brooks,Parent,1960.0,Denver,TX,taylor.brooksc01036@example.org,G000900,2022-02-14,1598.24,Pledge Payment,Health Sciences,Designation 09,Officer B
C03811,Quinn Irwin,Alumnus,1975.0,Denver,GA,quinn.irwinc03811@example.org,G000901,2025-11-29,88.05,Cash,Annual Fund,Designation 02,Officer D
C03084,Jordan Irwin,Alumnus,1988.0,Seattle,FL,jordan.irwinc03084@example.org,G000902,2025-03-16,2818.63,Pledge Payment,Health Sciences,Designation 07,Officer F
C04256,Taylor Green,Friend,2001.0,Dallas,IL,taylor.greenc04256@example.org,G000903,2026-01-26,298.13,Cash,Library,Designation 06,Officer C
C02872,Reese Hayes,Friend,1996.0,Dallas,NY,reese.hayesc02872@example.org,G000904,2023-08-06,785.04,Cash,Arts,Designation 01,Officer D
